name,url,delay_ms,width,height,codec,bitrate_kb,status
快乐垂钓,https://migu.188766.xyz/?migutoken=786b1099b98396dd627cb3dc7218143f&id=%E5%BF%AB%E4%B9%90%E5%9E%82%E9%92%93&type=yy,4001,,,,0,失败
CCTV3,http://74.91.26.218:82/live/cctv3hd.m3u8,104,,,,0,有效
CCTV11戏曲,http://38.75.136.137:98/gslb/dsdqca/ahwshd.m3u8?auth=test20251009,10,,,,0,有效
大铁锅炖大大鹅,https://live.ottiptv.cc/huya/21059574,1224,,,,0,有效
傍晚猴,https://live.ottiptv.cc/huya/30080236,1423,,,,0,有效
快乐垂钓,https://migu.188766.xyz/?migutoken=eb6bd2a86f08587ae39231c4be8be5c6&id=%E5%BF%AB%E4%B9%90%E5%9E%82%E9%92%93&type=yy,4001,,,,0,失败
无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8,304,,,,0,失败
云雨巫山断肠,https://live.ottiptv.cc/huya/31142461,1059,,,,0,有效
快乐垂钓,https://migu.188766.xyz/?migutoken=f3057d0e91854bca6042a309f3cb3d6f&id=%E5%BF%AB%E4%B9%90%E5%9E%82%E9%92%93&type=yy,4001,,,,0,失败
贷款小说家,https://live.ottiptv.cc/huya/30080249,1619,,,,0,有效
《人间惊鸿客》,https://vd3.bdstatic.com/mda-mh2bbyjcqjxjhzkd/1080p/cae_h264/1627978577559447916/mda-mh2bbyjcqjxjhzkd.mp4,778,,,,0,有效
农林卫视,http://222.90.21.30:9901/hls/66/index.m3u8,897,,,,0,失败
CCTV11戏曲,http://38.75.136.137:98/gslb/dsdqca/qhwshd.m3u8?auth=test20251009,10,,,,0,有效
CCTV3,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv3hd,209,,,,0,有效
《唱着情歌流着泪》,https://vd3.bdstatic.com/mda-mhwaejanf0ie6b8j/1080p/cae_h264/1630409563129833732/mda-mhwaejanf0ie6b8j.mp4,218,,,,0,有效
大漠李白,https://live.ottiptv.cc/huya/26355861,643,,,,0,有效
公益直播禁止打赏,https://live.ottiptv.cc/bilibili/31549635,743,,,,0,失败
灵灵,https://live.ottiptv.cc/huya/30080199,1608,,,,0,有效
南柯寒梦,https://live.ottiptv.cc/huya/30080193,2989,,,,0,有效
无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8?_upt=978cd8731706199708,284,,,,0,失败
姚倩DJ版《一生为一人》歌词句句深情，醉人好听,https://vd4.bdstatic.com/mda-mmgq65072rfxfcx0/1080p/cae_h264/1640011707869349752/mda-mmgq65072rfxfcx0.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485671-0-0-f8b877bcb1c7df324fffaa12435474cf&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2471284876&vid=1477869911006137772&klogid=2471284876&abtest=114675_1,217,,,,0,有效
海峡卫视,http://kkk.888.3116598.xyz/api.php?n=tttt&id=MwwhZ5&tk=FgM0vQMejxvG,142,,,,0,有效
暴走君丶阿罪,https://live.ottiptv.cc/huya/11342423,907,,,,0,有效
CCTV3,http://69.30.245.50/live/cctv3.m3u8,206,,,,0,有效
事当赤颈,https://live.ottiptv.cc/huya/26355835,1679,,,,0,有效
CCTV11戏曲,http://120.76.248.139/live/bfgd/4200000130.m3u8,199,,,,0,有效
快乐垂钓,https://migu.188766.xyz/?migutoken=544e3d34b28ff37f3c6c72cf4d8ee72b&id=%E5%BF%AB%E4%B9%90%E5%9E%82%E9%92%93&type=yy,4001,,,,0,失败
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8?zjiangsd,287,,,,0,失败
《拈花一笑》《对面的小姐姐》《想你了小哥哥》《一朵情花开》,https://vdse.bdstatic.com//7cfaf27a4db89583e069a40fbc2ed84b.mp4,671,,,,0,有效
BOBO,https://live.ottiptv.cc/bilibili/1838248531,1041,,,,0,失败
华视-警匪大片,https://live.ottiptv.cc/huya/23358421,711,,,,0,有效
加勒比海盗,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=21059595,220,,,,0,失败
CCTV3,http://kkk.888.3116598.xyz/api.php?n=tttt&id=4mFBaV&tk=FgM0vQMejxvG,143,,,,0,有效
快乐垂钓,https://migu.188766.xyz/?migutoken=103d22404add9b90cd72174eb1a0108b&id=%E5%BF%AB%E4%B9%90%E5%9E%82%E9%92%93&type=yy,4002,,,,0,失败
七七爱剧,https://live.ottiptv.cc/huya/31147360,1505,,,,0,有效
拉磨,https://live.ottiptv.cc/bilibili/1077260,527,,,,0,失败
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8,4001,,,,0,失败
《无味》DJ版,https://vd3.bdstatic.com/mda-mgqiagirsmmpuarm/1080p/cae_h264/1627218846577884242/mda-mgqiagirsmmpuarm.mp4,217,,,,0,有效
十五块五吴清鸥,https://live.ottiptv.cc/huya/30080237,1899,,,,0,有效
CCTV11戏曲,http://107.150.60.122/live/cctv11hd.m3u8,157,,,,0,有效
會唱歌的小野貓,https://live.ottiptv.cc/huya/11352871,812,,,,0,有效
动画电影放映厅,https://live.ottiptv.cc/huya/11352878,1886,,,,0,有效
无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8?_upt=10155d141706166867,284,,,,0,失败
快乐垂钓,https://migu.188766.xyz/?migutoken=c6b17aba558cf29b13242b5ae063e5ed&id=%E5%BF%AB%E4%B9%90%E5%9E%82%E9%92%93&type=yy,4001,,,,0,失败
CCTV3,http://kkk.888.3116598.xyz/api.php?n=tttt&id=rt36k7&tk=FgM0vQMejxvG,142,,,,0,有效
市民刘先生,https://live.ottiptv.cc/huya/23728647,1068,,,,0,有效
自然助眠,https://live.ottiptv.cc/bilibili/21228396,526,,,,0,失败
《爱你到最后一刻》,https://vd3.bdstatic.com/mda-mhr9c7q9xzgy1812/1080p/cae_h264/1630062648077583523/mda-mhr9c7q9xzgy1812.mp4,222,,,,0,有效
海峡卫视,http://183.250.156.180:9999/newlive/live/hls/27/live.m3u8,371,,,,0,有效
CCTV11戏曲,http://192.151.150.154/live/cctv11hd.m3u8,317,,,,0,有效
妖孽CC,https://live.ottiptv.cc/huya/11352945,884,,,,0,有效
无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8,284,,,,0,失败
CCTV3,http://kkk.888.3116598.xyz/api.php?n=tttt&id=CaQ9Sy&tk=FgM0vQMejxvG,142,,,,0,有效
海峡卫视,http://r.jdshipin.com/WtYt3,1490,,,,0,有效
快乐垂钓,https://migu.188766.xyz/?migutoken=f4d62cd1f8775b1b837f4232f1051f36&id=%E5%BF%AB%E4%B9%90%E5%9E%82%E9%92%93&type=yy,4000,,,,0,失败
海峡卫视,https://7612-5516-affc-d88b.kylintv.tv/live/fjstv_iphone.m3u8,273,,,,0,有效
画各种东西,https://live.ottiptv.cc/bilibili/1756755515,797,,,,0,失败
CCTV11戏曲,http://bztv.tvbus.cc:8081/cdnlive/cctv11.m3u8,278,,,,0,有效
痞子帅叔叔,https://live.ottiptv.cc/huya/11342433,865,,,,0,有效
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8?_upt=cfacd5221704890772,284,,,,0,失败
《爱难求情难断…》,https://vdse.bdstatic.com//0c8ed110c5522e9bd31752ecb999b1ab.mp4,691,,,,0,有效
圣逗事,https://live.ottiptv.cc/huya/18390254,1690,,,,0,有效
海峡卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226342/index.m3u8,4001,,,,0,失败
生活技巧,https://live.ottiptv.cc/huya/20985833,1500,,,,0,有效
CCTV3,http://kkk.888.3116598.xyz/api.php?n=tttt&id=kBy2n1&tk=FgM0vQMejxvG,141,,,,0,有效
JJ斗地主,https://live.iill.top/douyin/685317364746,4001,,,,0,失败
CCTV11戏曲,http://173.208.212.130:8181/720p/cctv11.m3u8,106,,,,0,有效
影评专员,https://live.ottiptv.cc/huya/30311494,1434,,,,0,有效
新动漫,https://tv.iill.top/migu/xdm&token=cc939526aed05a9c3f42c88c61fb8cb76c2acee2ebd65691e243451029eb7b84,2257,,,,0,失败
训狗大师,https://live.ottiptv.cc/bilibili/1987068521,529,,,,0,失败
周杰伦-夜曲,http://txysong.mysoto.cc/songs/60052627.mkv,54,,,,0,失败
无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8?_upt=2e07387a1707368071,288,,,,0,失败
新动漫,https://tv.iill.top/migu/xdm&token=7ce15d51da8e60be86cc1bde4d856274b2bd781528e9f64ff1d7d9370b9d7268,927,,,,0,失败
CCTV3,http://kkk.888.3116598.xyz/api.php?n=tttt&id=fxi4hL&tk=FgM0vQMejxvG,142,,,,0,有效
中国之声,https://ngcdn001.cnr.cn/live/zgzs/index.m3u8,694,,,,0,有效
青青观影,https://live.ottiptv.cc/huya/31125322,2754,,,,0,有效
3代传承墨鱼丸，打工赚个店！,https://live.ottiptv.cc/bilibili/1726559242,562,,,,0,失败
扁豆看电影,https://live.ottiptv.cc/huya/16028551,1009,,,,0,有效
卡酷动画,https://migu.188766.xyz/?migutoken=4b5c4209ca1644d72d590d3d9f59beee&id=%E5%8C%97%E4%BA%AC%E5%8D%A1%E9%85%B7%E5%B0%91%E5%84%BF&type=yy,4002,,,,0,失败
安徽经济生活,http://223.111.150.99:2005/udp/ahtv.php?id=ahjjsh,4001,,,,0,失败
CCTV11戏曲,http://173.208.212.130:8181/1080p/cctv11.m3u8,104,,,,0,有效
新动漫,https://migu.188766.xyz/?migutoken=0fb66d5ac60022ceda271785fba4e744&id=%E6%96%B0%E5%8A%A8%E6%BC%AB&type=yy,811,,,,0,失败
浩瀚-分手在那个秋天,https://vd3.bdstatic.com/mda-nfk14n367hcj1xwk/sc/cae_h264/1655773335334089226/mda-nfk14n367hcj1xwk.mp4,227,,,,0,有效
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8?_upt=978cd8731706199708,296,,,,0,失败
新动漫,https://tv.iill.top/migu/xdm&token=0749f23d5e878af0a55d054879eccdba22a00cca8f13177bf8d0007c856ca9b9,355,,,,0,失败
CCTV-4 中文国际（欧）,https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8,616,,,,0,有效
陌离-小欣,https://live.ottiptv.cc/huya/11342397,1005,,,,0,有效
硬汉007,http://tv.zimtv.cn/tv/player/api/huya.php?id=21059585,396,,,,0,有效
如何雨燕,https://live.ottiptv.cc/huya/26355796,1446,,,,0,有效
海峡卫视,http://fn.gcl.de5.net:5908/gsh950428/849119120,43,,,,0,失败
同心孙楚楼,https://live.ottiptv.cc/huya/29982658,2371,,,,0,有效
CCTV3,http://kkk.888.3116598.xyz/api.php?n=tttt&id=ODKBWl&tk=FgM0vQMejxvG,149,,,,0,有效
依依依雅,https://live.ottiptv.cc/huya/31067747,1503,,,,0,有效
CCTV11戏曲,http://112.30.73.119:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0,164,,,,0,有效
西哥来了,https://live.ottiptv.cc/huya/10849208,2119,,,,0,有效
2026-2027,https://live.ottiptv.cc/bilibili/1880724887,736,,,,0,失败
CCTV-4 中文国际（美）,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8,290,,,,0,失败
年年营,https://live.ottiptv.cc/huya/29580970,708,,,,0,有效
海峡卫视,https://live.chinacert.cftest5.cn/cnmg/live/849119120,1531,,,,0,失败
贝爷,https://live.ottiptv.cc/huya/20969143,1426,,,,0,有效
CCTV3,http://kkk.888.3116598.xyz/api.php?n=tttt&id=dFegbT&tk=FgM0vQMejxvG,142,,,,0,有效
CCTV11戏曲,http://112.30.73.119:9901/tsfile/live/1420_1.m3u8?key=txiptv&playlive=0&authid=0,166,,,,0,失败
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8?_upt=31414f601706199828,711,,,,0,失败
新动漫,https://tv.iill.top/migu/xdm&token=2f124ab6ac087bc9ff8827f65331bcefcc19f2be5fdb4aa28fe293a39b7c65a6,4000,,,,0,失败
黄品源+任贤齐-浪花一朵朵(演唱会),http://em.21dtv.com/songs/60026219.mkv,1816,,,,0,失败
从没说过我喜欢画画,https://live.ottiptv.cc/bilibili/26195571,768,,,,0,失败
芸芸看剧,https://live.ottiptv.cc/huya/30832594,712,,,,0,有效
港剧课代表,https://live.ottiptv.cc/huya/23863895,1000,,,,0,有效
CCTV3,http://223.247.25.219:1234/624878271,196,,,,0,失败
新动漫,https://tv.iill.top/migu/xdm&token=ea4803836ab3759697c651bbaf9b16d10a6339fab2e1a980e276b15296478409,365,,,,0,失败
海峡卫视,http://2280.eu.org:1234/849119120,741,,,,0,失败
在徐州反复吃的红薯酸辣粉，健康美味尽在,https://live.ottiptv.cc/bilibili/1703958470,560,,,,0,失败
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8,705,,,,0,失败
海峡卫视,https://cdn16.123.rr.kg/163189/hxws,3467,,,,0,有效
冬日暖心猫,https://live.ottiptv.cc/huya/29982669,680,,,,0,有效
泉上老见示,https://live.ottiptv.cc/huya/29982664,1438,,,,0,有效
海峡卫视,http://ysift55.xyz/52TLK6U/TNLMRY9/269806,573,,,,0,失败
无锡都市资讯,http://stream.thmz.com/wxtv3/playlist.m3u8,276,,,,0,失败
A皮皮,https://live.ottiptv.cc/huya/30375641,2289,,,,0,有效
CCTV3,http://221.226.51.220:50081/newlive/live/hls/3/live.m3u8,241,,,,0,有效
CCTV11戏曲,http://45.192.97.170:8880/play/12.m3u8,952,,,,0,有效
六分之三只龟龟的监控,https://live.ottiptv.cc/bilibili/22329075,579,,,,0,失败
CCTV11戏曲,http://f.123.rr.kg/163189/cctv11,287,,,,0,有效
CCTV1[1080][S],http://182.140.125.47:808/hls/1/index.m3u8,447,,,,0,有效
九思剧场,https://live.ottiptv.cc/huya/30569910,1591,,,,0,有效
周杰伦-以父之名,http://txysong.mysoto.cc/songs/60054081.mkv,53,,,,0,失败
芒果味的橙子噢,https://live.ottiptv.cc/huya/30559718,378,,,,0,有效
我是图图很淘气,https://live.ottiptv.cc/huya/30080227,1059,,,,0,有效
新动漫,https://tv.iill.top/migu/xdm&token=082b9b13fc9a332b374b4bbeb3839e098a394ddc0af6cb1cae3e2ab2272a8fe3,363,,,,0,失败
TV BRICS Chinese,https://chibrics.mediacdn.ru/cdn/brics/chinese/playlist.m3u8,1762,,,,0,有效
沾化综合,http://223.111.150.99:2005/difangtai/qilu.php?id=bzzhzh,4002,,,,0,失败
无锡都市资讯,http://stream.thmz.com/wxtv3/playlist.m3u8?_upt=1758133b1706166861,727,,,,0,失败
安徽经济生活,http://203.205.191.53/live.ahsx.ahtv.cn/live/jjshtv.m3u8,4001,,,,0,失败
海峡卫视,http://mag.trexlive.me:80/play/live.php?extension=ts&mac=00:1A:79:72:F3:F0&stream=156424,1311,,,,0,有效
CCTV3,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8,444,,,,0,有效
画王宝山,https://live.ottiptv.cc/bilibili/6932871,805,,,,0,失败
战争电影放映厅,https://live.ottiptv.cc/huya/21059618,1669,,,,0,有效
CCTV1[720][S],http://bztv.tvbus.cc:8081/cdnlive/cctv1.m3u8,225,,,,0,有效
无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8?_upt=978cd8731706199708,287,,,,0,失败
童可可,https://live.ottiptv.cc/huya/11352967,3269,,,,0,有效
硬汉007,http://103.236.91.126:3366/live/lunbo/huya/hylive.php?id=21059585,248,,,,0,失败
虎牙八点档,https://live.ottiptv.cc/huya/880261,1384,,,,0,有效
新动漫,https://migu.188766.xyz/?migutoken=e30673f8e72e759480f22426e2b8a6ec&id=%E6%96%B0%E5%8A%A8%E6%BC%AB&type=yy,4001,,,,0,失败
CCTV11戏曲,http://120.48.113.49:6006/667987558,876,,,,0,失败
不发威当我Kitty,https://live.ottiptv.cc/huya/11342403,2692,,,,0,有效
FZTV-3 Lifestyle Channel 生活频道,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8,3780,,,,0,有效
陈慧琳-记事本,https://vd2.bdstatic.com/mda-nehu3bhz6vvju09g/sc/cae_h264/1652907622039860631/mda-nehu3bhz6vvju09g.mp4,751,,,,0,有效
CCTV3,http://120.76.248.139/live/bfgd/4200000062.m3u8,316,,,,0,有效
伤感DJ歌曲《左手寂寞右手孤独》独特的声音，深情好听,https://vd4.bdstatic.com/mda-mmfkqax0cifpjv3n/1080p/cae_h264/1639942744072465369/mda-mmfkqax0cifpjv3n.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485717-0-0-3422afa1ea8ec1daa2aa8cf1e28edab8&bcevod_channel=searchbox_feed&cr=3&cd=0&pd=1&pt=3&logid=2517386559&vid=11280794177718837745&klogid=2517386559&abtest=114675_1,971,,,,0,有效
【osu!】换映射,https://live.ottiptv.cc/bilibili/22566988,529,,,,0,失败
青春动漫,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000011000288008/index.m3u8?channel-id=bestzb&Contentid=5000000011000288008&livemode=1&stbId=YanG-1989,0,,,,0,失败
CCTV1[576][S],http://120.198.95.220:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&down=1,418,,,,0,有效
CCTV11戏曲,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000006000040011&livemode=1&stbId=yu&mode=1&$4M,608,,,,0,失败
槽老师,https://live.ottiptv.cc/huya/11336571,793,,,,0,有效
好好改造 重新做人,https://live.ottiptv.cc/bilibili/11923701,524,,,,0,失败
追剧大湾区,https://live.ottiptv.cc/huya/23735126,2485,,,,0,有效
大型忙内的宅姐姐,https://live.ottiptv.cc/huya/11602084,2008,,,,0,有效
海峡卫视,http://47.104.178.59:3566/849119120,467,,,,0,失败
CCTV11戏曲,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000011000031106&livemode=1&stbId=yu&mode=1&$8M,176,,,,0,失败
甜甜,https://live.ottiptv.cc/huya/20985796,978,,,,0,有效
冰火岛一霸,https://live.ottiptv.cc/huya/21059563,869,,,,0,有效
新动漫,https://migu.188766.xyz/?migutoken=970a3d8a17d3f45c058219bf4c4f5a54&id=%E6%96%B0%E5%8A%A8%E6%BC%AB&type=yy,4000,,,,0,失败
小轩,https://live.ottiptv.cc/huya/11352899,1994,,,,0,有效
武进新闻,http://live.wjyanghu.com/live/CH1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],1614,,,,0,有效
鸭鸭特惠专场,https://live.ottiptv.cc/bilibili/1755371392,532,,,,0,失败
CCTV3,http://58.56.162.102:4466/newlive/live/hls/3/live.m3u8,1199,,,,0,有效
CCTV1[576][S],http://222.169.85.8:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0,1108,,,,0,有效
CCTV3,http://183.94.146.79:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0,206,,,,0,有效
小迷糊,https://live.ottiptv.cc/huya/29580971,710,,,,0,有效
武进新闻,https://live.wjyanghu.com/live/CH1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],871,,,,0,有效
海峡卫视,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=hxws,229,,,,0,失败
核桃姐姐,https://live.ottiptv.cc/huya/11342390,856,,,,0,有效
武进生活,https://live.wjyanghu.com/live/CH2.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD],210,,,,0,有效
爱动漫,http://php.jdshipin.com:8880/itv6s.php?cid=wasusyt&id=6000000006000280630,499,,,,0,失败
河水汝相对,https://live.ottiptv.cc/huya/29982610,2588,,,,0,有效
在漫画的苦海里挣扎,https://live.ottiptv.cc/bilibili/5868130,524,,,,0,失败
海峡卫视,http://115.190.247.176:1111/849119120,4001,,,,0,失败
剧迷大本营,https://live.ottiptv.cc/huya/21688738,1638,,,,0,有效
CCTV3,http://116.52.173.236:1234/624878271,740,,,,0,失败
爱动漫,http://[2409:8087:5e08:24::17]:6610/000000001000/2000000004000000059/index.m3u8,0,,,,0,失败
陈翔六点半,https://live.ottiptv.cc/huya/11274154,659,,,,0,有效
CCTV2[1080][S],http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0,1065,,,,0,有效
CCTV2[720][S],http://bztv.tvbus.cc:8081/cdnlive/cctv2.m3u8,273,,,,0,有效
周杰伦-最长的电影,http://txysong.mysoto.cc/songs/60060449.mkv,53,,,,0,失败
CCTV11戏曲,http://smzb.bypbwxx.top/lvdou/zhibojm-yangshi.php?token=54010f13b62cf5195199b21319c45f,1151,,,,0,失败
CCTV3,http://117.63.79.182:1234/624878271,225,,,,0,失败
CCTV11戏曲,http://111.8.242.142:9999/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0,474,,,,0,有效
新动漫,https://migu.188766.xyz/?migutoken=3db521b2c36802f5fded85bb3978c835&id=%E6%96%B0%E5%8A%A8%E6%BC%AB&type=yy,4001,,,,0,失败
安徽公共,http://223.111.150.99:2005/udp/ahtv.php?id=ahgg,4001,,,,0,失败
CCTV2[720][S],http://173.208.212.130:8181/1080p/cctv2.m3u8,105,,,,0,有效
爱动漫,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000059/index.m3u8,0,,,,0,失败
其意,https://live.ottiptv.cc/huya/20969128,1472,,,,0,有效
抖音DJ热歌《一生不长余生很短》歌词写的太入心，好听极了,https://vd2.bdstatic.com/mda-mmem2d6jbmtzzmej/720p/h264/1639580062665602731/mda-mmem2d6jbmtzzmej.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1702485742-0-0-368bb80f76eac2ffe21fae91c4fed650&bcevod_channel=searchbox_feed&cr=2&cd=0&pd=1&pt=3&logid=2542433106&vid=14884481823665302579&klogid=2542433106&abtest=114675_1,225,,,,0,有效
毛阿敏-相思,https://vd2.bdstatic.com/mda-ni83tacptstx2wj1/sc/cae_h264/1662748234060822352/mda-ni83tacptstx2wj1.mp4,219,,,,0,有效
播给朋友看嘟,https://live.ottiptv.cc/bilibili/6598886,903,,,,0,失败
CCTV11戏曲,http://111.8.242.127:9999/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0,729,,,,0,有效
海峡卫视,http://123.113.205.253:3000/849119120,4001,,,,0,失败
海峡卫视,http://chen.ccwu.cc:1234/849119120,953,,,,0,失败
一起摸鱼直播间,https://live.ottiptv.cc/huya/29465885,1347,,,,0,有效
CCTV3,http://219.145.93.74:10000/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0,479,,,,0,有效
狗哥吃火锅,https://live.ottiptv.cc/huya/17269326,1324,,,,0,有效
学习绘画的第732天,https://live.ottiptv.cc/bilibili/1851765922,556,,,,0,失败
CCTV-4 中文国际,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4_mbd.m3u8?auth_key=1789023600-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-7e377c2ffff32e913b7980fde0286039&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c,388,,,,0,失败
CCTV11戏曲,http://218.206.193.218:8888/hls/11/index.m3u8,383,,,,0,有效
海峡卫视,http://113.98.11.46:3000/849119120,693,,,,0,失败
亮哥讲电影2,https://live.ottiptv.cc/huya/21059622,1799,,,,0,有效
No1常在心,https://live.ottiptv.cc/huya/11342402,885,,,,0,有效
青春动漫,https://live.v1.mk/api/bestv.php?id=qcdm8m/8000000,4001,,,,0,失败
跳水这件事,https://live.ottiptv.cc/huya/29982662,2029,,,,0,有效
今天画 天才三人组,https://live.ottiptv.cc/bilibili/7807750,521,,,,0,失败
CCTV5[1080][S],http://120.198.95.220:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&down=1,209,,,,0,有效
江苏体育,https://migu.188766.xyz/?migutoken=b296b8eb263c64898e0fa04ec94e2afd&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy,2543,,,,0,失败
江宁新闻,https://migu.188766.xyz/?migutoken=77969fb082a75b798578427f3570edd2&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy,3057,,,,0,失败
江苏体育,https://migu.188766.xyz/?migutoken=90d4e3f3f8a5288cc5aac4a92021e341&id=%E4%BD%93%E8%82%B2%E4%BC%91%E9%97%B2%E9%A2%91%E9%81%93&type=yy,1354,,,,0,失败
宝宝动画,http://[2409:8087:5e00:24::2d]:6610/000000001000/1/5000000011000288002/index.m3u8?channel-id=bestzb&Contentid=5000000011000288002&livemode=1&stbId=YanG-1989,0,,,,0,失败
UniqueToo,https://live.ottiptv.cc/huya/20985806,1631,,,,0,有效
海峡卫视,http://27.11.209.151:3000/849119120,729,,,,0,失败
CCTV4,http://74.91.26.218:82/live/cctv4hd.m3u8,213,,,,0,有效
电音857,https://live.ottiptv.cc/huya/20432231,1329,,,,0,有效
谷润熊掌,https://live.ottiptv.cc/huya/31227344,4001,,,,0,失败
凤凰中文,http://r.jdshipin.com/cCCzW,273,,,,0,有效
蓬蓬带你看剧,https://live.ottiptv.cc/huya/30309986,2462,,,,0,有效
海峡卫视,http://112.26.106.165:7788/849119120,4002,,,,0,失败
老郭有新番、,https://live.ottiptv.cc/huya/28029108,1837,,,,0,有效
CCTV5[1080][S],http://221.7.175.154:8445/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0,436,,,,0,有效
长岛冰茶-,https://live.ottiptv.cc/huya/11352884,657,,,,0,有效
色彩DLC课D08作业KK魔法学院,https://live.ottiptv.cc/bilibili/1993743460,847,,,,0,失败
CCTV4,http://192.151.150.154/live/cctv4hd.m3u8,321,,,,0,有效
凤凰中文,http://cdn.163189.xyz/live/fhzw/stream.m3u8,217,,,,0,有效
陌哨面,https://live.ottiptv.cc/huya/26355852,628,,,,0,有效
霸总傲天短剧,https://live.ottiptv.cc/huya/29465896,1041,,,,0,有效
CCTV12社会与法,http://mg.cttv.vip/673168185$LR•IPV4•29『线路1』,1248,,,,0,失败
雪花兔兔,https://live.ottiptv.cc/huya/31067746,1552,,,,0,有效
初来报道，关注一下吧~,https://live.ottiptv.cc/bilibili/30128851,841,,,,0,失败
安徽公共,http://203.205.191.53/live.ahsx.ahtv.cn/live/ggtv.m3u8,4000,,,,0,失败
周杰伦-最后的战役,http://txysong.mysoto.cc/songs/60060222.mkv,53,,,,0,失败
CCTV5[720][S],http://207.56.13.146:81/cdnlive/cctv5.m3u8,428,,,,0,有效
CCTV4,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub,136,,,,0,有效
一川星悬-,https://live.ottiptv.cc/huya/29465870,1132,,,,0,有效
CCTV12社会与法,http://2280.eu.org:1234/673168185$LR•IPV4•29『线路2』,587,,,,0,有效
凤凰中文,https://7612-5516-affc-d88b.kylintv.tv/live/pxinhd_iphone.m3u8,181,,,,0,有效
CCTV12社会与法,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub$LR•IPV4•29『线路3』,10,,,,0,有效
三只鹦鹉，鱼,https://live.ottiptv.cc/bilibili/1856101774,527,,,,0,失败
CCTV11戏曲,http://223.167.230.155:4022/rtp/239.45.1.196:5140,2885,,,,0,失败
CN卡通,https://hls-gateway.vpstv.net/streams/476247.m3u8,49,,,,0,失败
CCTV6[1080][S],http://120.198.95.220:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&down=1,210,,,,0,有效
